time,CH1
0.0,-4
0.0880880355834961,-3
0.12082099914550781,-4
0.15332508087158203,-1
0.23040008544921875,0
0.2649068832397461,0
0.297576904296875,-4
0.329988956451416,-4
0.36233997344970703,-2
0.39783191680908203,0
0.43046092987060547,0
0.46294403076171875,0
0.4954719543457031,1
0.5280358791351318,-4
0.5609450340270996,1
0.5937199592590332,1
0.6263370513916016,1
0.6592490673065186,0
0.691756010055542,0
0.7240710258483887,1
0.7576789855957031,0
0.7899808883666992,0
0.8229520320892334,1
0.8554408550262451,0
0.8877670764923096,-4
0.9202439785003662,-1
0.9528908729553223,-2
0.9850308895111084,1
1.0175690650939941,0
1.0501408576965332,0
1.0827279090881348,-2
1.1151678562164307,0
1.1489589214324951,0
1.1819078922271729,0
1.2142789363861084,2
1.2467288970947266,0
1.2791900634765625,0
1.3118999004364014,1
1.3446149826049805,-2
1.3777990341186523,0
1.4102180004119873,-4
1.4428088665008545,1
1.475471019744873,1
1.5079929828643799,1
1.5403680801391602,0
1.5726699829101562,0
1.605212926864624,0
1.637747049331665,-4
1.6705679893493652,-1
1.7030129432678223,1
1.7356159687042236,-2
1.7680230140686035,0
1.8004159927368164,0
1.8336169719696045,0
1.8658568859100342,1
1.9010629653930664,0
1.933480978012085,0
1.966027021408081,0
1.9983530044555664,0
2.0305628776550293,0
2.062880039215088,0
2.0957119464874268,1
2.1283299922943115,0
2.1611969470977783,0
2.193881034851074,-3
2.226284980773926,-2
2.258452892303467,0
2.2908380031585693,1
2.322962999343872,1
2.355752944946289,0
2.3890559673309326,0
2.4213359355926514,0
2.453887939453125,-2
2.4864749908447266,0
2.519260883331299,2
2.551492929458618,-3
2.5838749408721924,-2
2.6165099143981934,2
2.6492559909820557,0
2.6817479133605957,1
2.7142720222473145,0
2.7469918727874756,-2
2.7797670364379883,-1
2.8125710487365723,-3
2.845097064971924,-2
2.8776490688323975,-2
2.910897970199585,-3
2.9434359073638916,1
2.976300001144409,-2
3.0085339546203613,-5
3.0408718585968018,-2
3.07350492477417,0
3.106245994567871,1
3.1387689113616943,1
3.1715428829193115,-4
3.204084873199463,1
3.2368409633636475,-2
3.2696330547332764,0
3.302216053009033,-1
3.33476185798645,0
3.3674960136413574,-3
3.402869939804077,-2
3.4356510639190674,0
3.4679040908813477,-3
3.5003089904785156,0
3.5326528549194336,1
3.565281867980957,0
3.597791910171509,0
3.6303279399871826,0
3.6631600856781006,2
3.6957409381866455,0
3.7278969287872314,0
3.760185956954956,0
3.792880058288574,0
3.8254849910736084,0
3.8581299781799316,0
3.8905060291290283,-1
3.923129081726074,-2
3.955796957015991,0
3.98903489112854,1
4.021521091461182,-1
4.0545570850372314,1
4.086829900741577,0
4.119482040405273,1
4.152275085449219,0
4.185474872589111,-2
4.217859983444214,0
4.250671863555908,0
4.28308892250061,1
4.31569504737854,1
4.3483500480651855,0
4.381507873535156,0
4.41397500038147,0
4.446582078933716,0
4.478967905044556,0
4.511214971542358,-4
4.543588876724243,0
4.576431035995483,0
4.609230041503906,1
4.641813039779663,0
4.67468786239624,-3
4.707499980926514,-1
4.740324974060059,0
4.773104906082153,-2
4.8055970668792725,0
4.838105916976929,0
4.870890855789185,-3
4.905976057052612,0
4.938476085662842,0
4.971301078796387,-2
5.003805875778198,0
5.03700590133667,2
5.0696120262146,0
5.102560043334961,0
5.135041952133179,0
5.183539867401123,-3
5.275325059890747,0
5.318490028381348,2
5.351245880126953,1
5.383962869644165,1
5.416388034820557,0
5.448853015899658,0
5.481519937515259,1
5.514417886734009,-2
5.546967029571533,0
5.579352855682373,-2
5.611799955368042,-1
5.644269943237305,-1
5.677048921585083,-4
5.709776878356934,0
5.742294073104858,-2
5.77472186088562,0
5.807301998138428,0
5.839787006378174,1
5.8722429275512695,1
5.905072927474976,1
5.9380269050598145,-1
5.970529079437256,0
6.003077983856201,0
6.035559892654419,0
6.068077087402344,-4
6.100395917892456,1
6.133730888366699,0
6.177015066146851,0
6.2161030769348145,1
6.256124019622803,0
6.289484977722168,0
6.322033882141113,-2
6.354681968688965,0
6.390933036804199,0
6.423486948013306,0
6.455777883529663,1
6.488245964050293,-2
6.520902872085571,0
6.553627014160156,-3
6.586258888244629,0
6.618738889694214,0
6.651233911514282,0
6.68386697769165,1
6.716516017913818,-2
6.749115943908691,0
6.781635046005249,0
6.814439058303833,1
6.846843957901001,0
6.8794028759002686,-2
6.912252902984619,0
6.9450459480285645,0
6.977752923965454,-3
7.010663032531738,2
7.043248891830444,0
7.076034069061279,-1
7.108767986297607,0
7.141474008560181,-4
7.174109935760498,-2
7.207364082336426,-2
7.239713907241821,0
7.272456884384155,0
7.305404901504517,0
7.337847948074341,1
7.37057089805603,2
7.403284072875977,1
7.436160087585449,0
7.468750953674316,-3
7.501662969589233,0
7.534318923950195,0
7.567091941833496,1
7.599593877792358,0
7.632030963897705,-4
7.664991855621338,-2
7.697838068008423,2
7.73076605796814,-2
7.7635369300842285,0
7.7961509227752686,0
7.828818082809448,0
7.8614420890808105,0
7.89653205871582,-2
7.929337978363037,0
7.961677074432373,-2
7.994333028793335,1
8.026696920394897,-2
8.05919885635376,-2
8.091688871383667,0
8.12410306930542,1
8.156708002090454,1
8.190038919448853,0
8.222630977630615,1
8.255955934524536,1
8.288357973098755,0
8.321151971817017,0
8.353776931762695,0
8.386674880981445,-4
8.419342041015625,0
8.452075958251953,0
8.484786033630371,-2
8.51730489730835,0
8.549885034561157,-3
8.582969903945923,0
8.615772008895874,-4
8.64825701713562,1
8.68086290359497,0
8.713371992111206,1
8.745853900909424,0
8.778466939926147,1
8.81125807762146,0
8.843721866607666,0
8.8764488697052,0
8.909180879592896,-4
8.942036867141724,-1
8.974534034729004,0
9.007252931594849,0
9.0398268699646,-3
9.072368860244751,-4
9.104763984680176,-2
9.137276887893677,1
9.170355081558228,0
9.203265905380249,0
9.236088991165161,0
9.268712043762207,0
9.301526069641113,-1
9.3351469039917,0
9.367846965789795,1
9.403171062469482,0
