time,CH1
0.0,1424
0.059892892837524414,1382
0.0855858325958252,1382
0.11136794090270996,1420
0.13703298568725586,1398
0.16282391548156738,1398
0.18851590156555176,1340
0.21424102783203125,1422
0.23983502388000488,1414
0.2654709815979004,1382
0.29105401039123535,1382
0.31668996810913086,1398
0.34232282638549805,1398
0.3688390254974365,1382
0.39441394805908203,1382
0.4202558994293213,1382
0.4458339214324951,1366
0.4715569019317627,1348
0.4973118305206299,1380
0.5230298042297363,1374
0.54864501953125,1382
0.5742559432983398,1382
0.5998950004577637,1390
0.6256539821624756,1398
0.6514339447021484,1396
0.6774380207061768,1398
0.7030959129333496,1350
0.7286880016326904,1382
0.7542378902435303,1366
0.7798709869384766,1358
0.8055148124694824,1382
0.8310949802398682,1310
0.8569149971008301,1410
0.8825340270996094,1386
0.9080829620361328,1398
0.9336948394775391,1366
0.9593918323516846,1362
0.9852080345153809,1374
1.0112388134002686,1382
1.0370638370513916,1378
1.0627360343933105,1382
1.0883159637451172,1374
1.1143579483032227,1390
1.140122890472412,1382
1.1656789779663086,1382
1.1912789344787598,1390
1.2168810367584229,1398
1.242527961730957,1380
1.2682490348815918,1358
1.2939858436584473,1382
1.319739818572998,1358
1.3452959060668945,1422
1.3710029125213623,1382
1.3966889381408691,1318
1.423218011856079,1374
1.448779821395874,1382
1.4743728637695312,1318
1.500260829925537,1436
1.5282928943634033,1406
1.554069995880127,1382
1.5796499252319336,1350
1.605198860168457,1398
1.6307439804077148,1342
1.6562719345092773,1374
1.681859016418457,1362
1.7074148654937744,1402
1.7330620288848877,1414
1.7587709426879883,1348
1.784510850906372,1324
1.8101139068603516,1390
1.8357388973236084,1366
1.8613920211791992,1390
1.8869240283966064,1366
1.912477970123291,1390
1.9381499290466309,1364
1.963770866394043,1404
1.989574909210205,1366
2.0159428119659424,1408
2.041743040084839,1390
2.067380905151367,1350
2.093129873275757,1420
2.1189069747924805,1382
2.1445889472961426,1382
2.1702628135681152,1378
2.19586181640625,1342
2.221510887145996,1358
2.247177839279175,1388
2.2729718685150146,1404
2.2985949516296387,1390
2.32419490814209,1402
2.349867820739746,1350
2.375515937805176,1310
2.401157855987549,1390
2.4267539978027344,1366
2.452538013458252,1404
2.478219985961914,1366
2.504563808441162,1430
2.5302000045776367,1338
2.556138038635254,1374
2.5817418098449707,1390
2.6072938442230225,1382
2.632812023162842,1368
2.6583988666534424,1406
2.6839518547058105,1390
2.709549903869629,1382
2.7357330322265625,1390
2.76139497756958,1362
2.786993980407715,1382
2.812602996826172,1380
2.838167905807495,1382
2.863718032836914,1372
2.8893280029296875,1374
2.9149909019470215,1404
2.9407379627227783,1412
2.966331958770752,1380
2.99194598197937,1380
3.03863787651062,1402
3.090859889984131,1390
3.116705894470215,1366
3.1422488689422607,1386
3.1677489280700684,1400
3.1933419704437256,1382
3.218815803527832,1398
3.244338035583496,1382
3.2698898315429688,1358
3.295487880706787,1394
3.3213260173797607,1406
3.347014904022217,1390
3.3725619316101074,1390
3.3981289863586426,1382
3.423640012741089,1376
3.449244976043701,1382
3.4749820232391357,1382
3.5007078647613525,1400
