time,CH1
0.0,626
0.08722591400146484,646
0.17435908317565918,628
0.2539820671081543,629
0.286761999130249,632
0.31930994987487793,632
0.35190510749816895,630
0.38466811180114746,630
0.41713404655456543,637
0.4497549533843994,642
0.48244595527648926,627
0.5150930881500244,628
0.5476620197296143,678
0.5802369117736816,632
0.6129491329193115,627
0.6464250087738037,629
0.6792829036712646,627
0.7126150131225586,676
0.7452709674835205,640
0.7778351306915283,652
0.8106119632720947,684
0.8432719707489014,624
0.8758249282836914,654
0.9084069728851318,630
0.9410619735717773,630
0.9736189842224121,632
1.006432056427002,630
1.0391809940338135,662
1.0717909336090088,632
1.1042909622192383,632
1.1369209289550781,630
1.169762134552002,629
1.2022509574890137,640
1.234818935394287,640
1.2676990032196045,630
1.3003509044647217,654
1.3329169750213623,626
1.3654100894927979,663
1.3981640338897705,650
1.430704116821289,660
1.4633030891418457,632
1.4960849285125732,630
1.528676986694336,629
1.5611460208892822,626
1.5938379764556885,638
1.626471996307373,630
1.659040927886963,626
1.6920111179351807,662
1.7280380725860596,659
1.7606089115142822,638
1.7934989929199219,658
1.8262500762939453,624
1.858931064605713,658
1.8914210796356201,679
1.924091100692749,628
1.956794023513794,642
1.9893519878387451,668
2.0220770835876465,632
2.054805040359497,633
2.0874221324920654,630
2.1199169158935547,632
2.1526389122009277,628
2.1854209899902344,655
2.2181971073150635,639
2.250669002532959,657
2.283539056777954,626
2.316287040710449,626
2.348982095718384,642
2.3814539909362793,632
2.4141509532928467,632
2.4468231201171875,632
2.4793970584869385,632
2.512021064758301,630
2.5448451042175293,652
2.5774929523468018,632
2.6098780632019043,636
2.6426589488983154,632
2.675395965576172,647
2.743216037750244,626
2.7880160808563232,628
2.8206911087036133,674
2.8538999557495117,628
2.8866419792175293,632
2.919297933578491,632
2.9518680572509766,654
2.9845759868621826,640
3.0175580978393555,628
3.0503339767456055,632
3.082948923110962,632
3.1155550479888916,626
3.148376941680908,632
3.1810879707336426,629
3.213689088821411,642
3.2486441135406494,628
3.2818241119384766,657
3.3146281242370605,680
3.347291946411133,634
3.379899024963379,674
3.4124550819396973,656
3.4453139305114746,648
3.478018045425415,652
3.5105369091033936,675
3.5432839393615723,676
3.5762109756469727,654
3.608912944793701,648
3.6415979862213135,730
3.674268960952759,696
3.707292079925537,808
3.7401270866394043,836
3.77278995513916,922
3.8051929473876953,962
3.8380439281463623,1002
3.871661901473999,992
3.904494047164917,1066
3.937566041946411,1176
3.9703009128570557,1214
4.003296136856079,1158
4.035825967788696,1190
4.06858491897583,1174
4.10136604309082,1230
4.134119033813477,1340
4.1666929721832275,1390
4.199495077133179,1340
4.23233699798584,1358
4.265064001083374,1384
4.297734022140503,1354
4.33045506477356,1360
4.363353967666626,1380
4.395972967147827,1422
4.428417921066284,1388
4.461281061172485,1415
4.494111061096191,1454
4.526870965957642,1489
4.559497117996216,1485
4.592050075531006,1504
4.624855041503906,1518
4.657557010650635,1534
4.690761089324951,1542
4.726181983947754,1564
4.758831977844238,1563
4.7915239334106445,1604
4.824398994445801,1594
4.857285022735596,1629
4.890008926391602,1604
4.922600030899048,1614
4.956114053726196,1614
4.988709926605225,1618
5.021991014480591,1658
5.054740905761719,1663
5.087537050247192,1630
5.120139122009277,1634
5.152841091156006,1610
5.185655117034912,1600
5.218549966812134,1590
5.251305103302002,1582
5.2839579582214355,1566
5.316922903060913,1550
5.34977912902832,1538
5.38264012336731,1566
5.4153571128845215,1570
5.447869062423706,1588
5.480926036834717,1554
5.513894081115723,1576
5.5467469692230225,1569
5.579378128051758,1552
5.611894130706787,1551
5.644640922546387,1566
5.677789926528931,1564
5.710498094558716,1602
5.743215084075928,1542
5.775789022445679,1608
5.808748006820679,1565
5.841428995132446,1582
5.874036073684692,1576
5.906635046005249,1556
5.939568996429443,1562
5.972387075424194,1584
6.006206035614014,1538
6.039041042327881,1600
6.072127103805542,1586
6.104993104934692,1566
6.1376659870147705,1590
6.170314073562622,1570
6.203187942504883,1582
6.2384021282196045,1552
6.271549940109253,1580
6.304245948791504,1583
6.336918115615845,1586
6.369672060012817,1546
6.402570962905884,1584
6.435319900512695,1525
6.468065977096558,1546
6.500638961791992,1520
6.533428907394409,1523
6.566359996795654,1523
6.599050045013428,1576
6.631670951843262,1542
6.6644110679626465,1536
6.698035001754761,1594
6.730878114700317,1590
6.763721942901611,1582
6.796431064605713,1526
6.82912802696228,1528
6.861911058425903,1590
6.894710063934326,1519
6.927515983581543,1538
6.960078954696655,1527
6.992837905883789,1514
7.025701999664307,1546
7.05853796005249,1502
7.092098951339722,1478
7.124969005584717,1456
7.158031940460205,1423
7.190798997879028,1402
7.223356008529663,1374
7.2563629150390625,1278
7.289403915405273,1278
7.322319984436035,1262
7.355057954788208,1258
7.3877880573272705,1270
7.420412063598633,1316
7.453265905380249,1280
7.486164093017578,1270
7.518938064575195,1238
7.551429033279419,1158
7.584317922592163,1194
7.617177963256836,1186
7.649802923202515,1134
7.6826910972595215,1078
7.763747930526733,1044
7.796525955200195,1002
7.829200029373169,934
7.861994981765747,914
7.894866943359375,903
7.9277191162109375,833
7.960467100143433,774
7.993113994598389,741
8.026036024093628,752
